0.704113 0.178877
0.66986 0.259688
0.746988 0.13951
0.401134 0.253646
0.366665 0.210794
0.486438 0.225774
0.418871 0.20268
0.771338 0.283239
0.581427 0.243459
0.284962 0.221394
0.20978 0.148577
0.282339 0.260835
0.294007 0.180189
0.277874 0.121762
0.799355 0.143651
0.507759 0.267822
0.567584 0.159206
0.582531 0.204857
0.49615 0.294555
0.37551 0.254272
0.516047 0.253983
0.440137 0.278306
0.369989 0.170492
0.684635 0.283805
0.241853 0.289865
0.515597 0.117211
0.315328 0.232645
0.73414 0.169779
0.238503 0.104005
0.474621 0.112619
0.342968 0.294127
0.741325 0.270184
0.359999 0.207952
0.425124 0.25205
0.507521 0.233545
0.518964 0.107856
0.462583 0.286367
0.758486 0.24419
0.370576 0.247707
0.583987 0.17081
0.612717 0.133195
0.464063 0.276015
0.697521 0.166067
0.337381 0.278674
0.410216 0.237334
0.773881 0.217728
0.594382 0.271735
0.463736 0.284794
0.439062 0.262953
0.610531 0.282194
0.489494 0.143165
0.770151 0.284026
0.288596 0.276212
0.584648 0.186391
0.571758 0.156212
0.671601 0.161492
0.46822 0.145221
0.31252 0.155247
0.533866 0.1833
0.301764 0.281361
0.261903 0.125215
0.497266 0.252095
0.790851 0.287001
0.610667 0.176638
0.649863 0.173733
0.376496 0.146452
0.550693 0.148883
0.291434 0.24643
0.275285 0.258694
0.298461 0.249014
0.244718 0.290021
0.231518 0.204313
0.305726 0.148012
0.678679 0.246531
0.593938 0.293481
0.583675 0.251947
0.256088 0.12698
0.512126 0.115646
0.241944 0.140931
0.476852 0.263935
0.543991 0.251116
0.231163 0.131561
0.799996 0.140866
0.733973 0.125094
0.798679 0.110812
0.722324 0.114466
0.202497 0.284614
0.556335 0.136074
0.297879 0.178338
0.747816 0.263939
0.415457 0.210497
0.547658 0.190515
0.612432 0.119928
0.518485 0.251459
0.382577 0.298446
0.546183 0.275523
0.648686 0.225782
0.221253 0.249561
0.699943 0.285075
0.723963 0.266208
