0.78766 0.548762
0.74202 0.596719
0.600128 0.499452
0.298381 0.566002
0.733369 0.415399
0.589824 0.449609
0.577688 0.445827
0.620372 0.463373
0.397266 0.446286
0.244497 0.526614
0.334194 0.530226
0.506412 0.594293
0.368025 0.509221
0.631561 0.422656
0.48289 0.518508
0.766591 0.490184
0.401811 0.569537
0.460708 0.400646
0.406966 0.519696
0.699946 0.446778
0.605286 0.49659
0.489161 0.460991
0.627252 0.436511
0.573094 0.408173
0.44839 0.539197
0.604362 0.527528
0.40827 0.436924
0.565464 0.525432
0.638438 0.465675
0.644263 0.440443
0.752549 0.536951
0.591878 0.451453
0.519465 0.417529
0.356298 0.575477
0.611675 0.418748
0.266765 0.47232
0.546014 0.518642
0.599934 0.457756
0.66546 0.457676
0.397785 0.43795
0.790618 0.400716
0.696435 0.466296
0.312921 0.487299
0.775182 0.583786
0.658923 0.539815
0.272686 0.537157
0.430299 0.554855
0.765831 0.583255
0.71715 0.44071
0.676194 0.509608
0.378373 0.580986
0.745786 0.574796
0.498886 0.51524
0.297654 0.454782
0.718747 0.49848
0.478197 0.569788
0.497586 0.458211
0.308253 0.536836
0.63653 0.427812
0.561865 0.498484
0.70288 0.54485
0.306925 0.444393
0.499115 0.424252
0.282943 0.472089
0.394884 0.586379
0.745091 0.524419
0.702097 0.563626
0.497645 0.466994
0.436596 0.531766
0.56533 0.451781
0.290738 0.414509
0.264709 0.529441
0.418159 0.457654
0.398831 0.41823
0.456397 0.586899
0.550142 0.453092
0.595248 0.552356
0.492456 0.431454
0.729822 0.525133
0.510629 0.441569
0.534536 0.48524
0.697963 0.478878
0.346596 0.465203
0.637616 0.527731
0.790907 0.467649
0.738536 0.427215
0.446473 0.401082
0.669969 0.554877
0.376207 0.422934
0.719321 0.544201
0.229497 0.489821
0.79188 0.541582
0.32653 0.494779
0.719109 0.418784
0.259736 0.476579
0.381058 0.531424
0.685457 0.42634
0.230905 0.410684
0.474629 0.556174
0.615246 0.488512
